text,tweet_type,lang
"#NativeAmericans are 3.1 times more likely to be killed by police than whites. African Americans at 2.8x the rate of whites  ‰ÛÏYet these killings of Native people go almost entirely unreported by mainstream U.S. media.""  #BlackLivesMatter #NativeLivesMatter https://t.co/zth8i2I6ez",original,en
"Don‰Ûªt forget that #BLM just understanding how horrific police brutality is and realizing change needs to happen isn‰Ûªt enough _Ù÷ÁSure it‰Ûªs easy to move on with your live and become complacent _Ù÷Ó Please, do whatever is in your power to make a difference _Ù÷_ Take action!!!",original,en
"@SenDuckworth, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/ksXNyDHXWE)  #BlackLivesMatter",original,en
Men with KKK hoods and Trump flag try to disrupt Black Lives Matter rally in Nevada - but George Floyd protesters and pro-police counter-demonstrators join forces to chase them off https://t.co/LPy0u8GJrE,original,en
"@ILSecOfState, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/ksXNyDHXWE)  #BlackLivesMatter",original,en
"99 years ago, one of America‰Ûªs worst acts of racial violence took place in Tulsa https://t.co/GyY97NBeUt via @voxdotcom",original,en
Why filming #police #violence has done nothing to stop it #BLACK_LIVES_MATTER #surveillance #etj  https://t.co/o0Tpoyhbnw,original,en
"@ILComptroller, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/ksXNyDHXWE)  #BlackLivesMatter",original,en
"Another Black Lives Matter protest is expected, starting at 5 p.m. in Bever Park in Cedar Rapids Saturday, after organizers met with city of Cedar Rapids leaders earlier this week to discuss their seven demands for police reform in the city.  https://t.co/a0cxxh0h1C",original,en
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/NGbhwuPrmh via @Change,original,en
D-Jax Honors George Floyd: DeSean Jackson gets custom cleats to remember Floyd and support social justice _ÙÒü  https://t.co/FvD0wMZkGa,original,en
"@ToniPreckwinkle, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/ksXNyDHXWE)  #BlackLivesMatter",original,en
"@chicagosmayor, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/ksXNyDHXWE)  #BlackLivesMatter",original,en
"Katie Mae Marshall came to Downtown Dayton by herself on May 30 to join hundreds protesting the murder of George Floyd. She never expected she would punch a rifle-carrying man in the face the same day whom she described as a ‰ÛÏwhite supremacist."" https://t.co/BfgWpcOrYk",original,en
The story of Gilly Emanuels is a relevant one and a painful one. She was constantly exposed to racist harassment in her icecream shop and eventually forced to close down and even move out of town. Police and the mayor didn't help. #blacklivesmatter https://t.co/OFMAc1Kvsh,original,en
"In light of the changes occurring because of George Floyd's death, it's officially time to outlaw the ""N"" word...",original,en
"I love my store, they take a moment of silence for 8mins 46secs for George Floyd every morning _Ùª_Ù_‰Ï__Ù_",original,en
"I think US twitter has censored all content to do with George Floyd and the protests. Instead of solving the racism problem, they are trying to ignore it &amp; move on. What a shit-hole country.",original,en
"i just saw someone say ""reason 2387 cash bail has got to go"" in response to a headline that one of the officers who killed George Floyd was released on bail.   CAN SOMEONE COME GET THESE PEOPLE FOR ME??? BECAUSE I'M DONE.",original,en
"Had George Floyd have been a white man, he might still be alive today &amp; if Eyad al-Halaq was Israeli, he might have made it into school that day. Both were unarmed &amp; both were all too familiar with oppression in a world devoid of justice. #BlackLivesMatter #FreePalestine",original,en
Ludacris Opens Up About George Floyd's Funeral &amp; What He's Doing to Fight Racial Inequality https://t.co/R3VqDQWqen https://t.co/GA5oXyiqcm https://t.co/mMgqw6c0oZ,original,en
"More than 1,200 ex-Justice Department workers want Barr investigated after George Floyd protests https://t.co/5cZB9HIAmJ",original,en
"‰ÛÏThe surge of protests against police brutality call for a much-needed conversation about racism, not only in the US, but around the world.‰Û  #BlackLivesMatter   https://t.co/AQllxRlpuV",original,en
"I will not let the monster‰Ûªs dog whistle stop in Tulsa ruin #JUNETEENTH2020  I will use that momentum to BOOST the history of #BlackWallStreet,   Murder and violence perpetrated on the Black community by white people: 99 years ago.‰Ï__Ù_   #TulsaMassacre1921  https://t.co/LBRDBF59WO",original,en
Praise GOD!!! There Are Now Baptisms Taking Place on Corner Where George Floyd Was Killed https://t.co/pKYdDLyTZF,original,en
"I‰Ûªm listening to @IjeomaOluo‰Ûªs So You Want To Talk About Race. This morning it was the part about police. She ends this section with: maybe you‰Ûªve never seen any of this with your own eyes, but I really really really need you to believe me‰Û   I cried.   #BlackLivesMatter",original,en
@riotgames so what are you gonna do about the executive who said some ignorant remarks about the killing of george floyd?,original,en
"Lol love to see my father doubling down on his all-lives bullshit by saying "" But George Floyd wasn't a very good person""  Like, sorry bud, that's just an excuse to make you feel justified shrugging off the real and ongoing struggles of Black and also other folks????",original,en
The US government reportedly stored 'tens of thousands of rifle and pistol rounds' in DC during George Floyd protests 'to be used on American citizens in case of emergency' https://t.co/M4f4zDrxUM via @businessinsider,original,en
"""In many ways this moment, grounded in centuries of white supremacy and fueled by the wild political polarization of recent years, could not be more American.""via @NYTimes https://t.co/ExLvMCilj4",original,en
Someone in the comments said Justice for George Floyd and I‰Ûªm here for it,original,en
"Black Lives Matter. We are pained &amp; outraged by the killings of George Floyd, Breonna Taylor, Ahmaud Arbery, &amp; too many others. We commit to the fight against racism, to dismantling unjust power structures in our built environment, &amp; to invest in design as an agent of liberation. https://t.co/gVeCWPKUig",original,en
Thomas Lane was released on bail. His lawyer argued that Thomas was ‰ÛÏtraining‰Û and it would have been unreasonable for him to stop his ‰ÛÏtrainer‰Û from killing George Floyd. Is this where the phrase ‰ÛÏcop out‰Û comes from? https://t.co/Tn1axNz5OK,original,en
@WuWCVB your news teams are focused on the wrong aspects of the George Floyd story.   1. Why was the perp still employed?  2. Who allowed him to continue employment thru his previous 18 incidents?  3. What kind of management does this? 4. Etc There's gold in them ?s,original,en
Rip George Floyd black lives matters https://t.co/Z9CPHNrAtf,original,en
"for the souls that were lost bc of injustice, racism and police brutality... this one‰Ûªs for you. #BlackLivesMatter https://t.co/owzlRXZDqU",original,en
#GeorgeFloydMurder   Unanswered questions: 1. The murderous cop #DerekChauvin had a long history of violations. Why did the Democrats who ruled the Minneapolis city council all these years not fire him? #1 https://t.co/D1gWYPer0v #2 https://t.co/n8jYbqqYtd  1/7,original,en
"Demand justice for James Scurlock, killed by Omaha racist during George Floyd protest - Sign the Petition! https://t.co/TeJjTJNLLU via @Change",original,en
"Hundreds of people gathered for 8 minutes and 46 seconds of silence at MUSC to honor the memory of George Floyd and call for justice.  ‰ÛÏWe want diversity and inclusion,"" said Charleston organizer Marvella Ford,‰Û_ https://t.co/ImuPNifSpu",original,en
"#Racism is a #sickness far worse than #Covid. It toxifies the mind, the heart &amp; the soul. America has been afflicted for 400 years, rotting from within... it's time we excise it for good. Biggup to these youth for keeping their cool &amp; chanting #peaceful https://t.co/VHiefPL0U2",original,en
"Watch as our Board Vice Chair, Tiffany R. Warren of @Omnicom and @ADCOLOR, discusses steps agencies need to take to improve their hiring practices in the wake of George Floyd's death and resulting protests.  https://t.co/u0lPoot4Bo #BlackLivesMatter @DiverStar",original,en
"‰_•ü_Ù¤ÁJoin us for a peaceful protest that is demanding justice for the lives that have been lost to police brutality and that disproportionately affects people of color, especially the Black community, around the globe!_Ù¤Á‰_•ü  #UMich #UMDearborn #UMFlint #JusticeforallBlacklives #BLM https://t.co/DPvS6FGcAs",original,en
Louisville police are literally laughing in our faces. This is absolutely pathetic. #BreonnaTaylor #BlackLivesMatter  https://t.co/BSFoS7L50l,original,en
Defunding Police: What It Takes to End Police Violence by Movement for Black Lives https://t.co/XxAxPLVOGp,original,en
"The USA is crying for leadership.. whoever sees d death of George Floyd, without empathy,sympathy n compassion.... is a stone. And if a president now go ahead 2 prioritize material stuff more by saying ""when the looting start, the shooting follows"" It tells u were the nation is.",original,en
"ICYMI: It's time for white people who say they support Black Lives Matter to also support desegregating schools and other societal changes that affect their own lives, Sen. Chris Murphy told me earlier this week.   https://t.co/CgzfzJaz9A",original,en
D-Jax Honors George Floyd: DeSean Jackson gets custom cleats to remember Floyd and support social justice _ÙÒü  https://t.co/y3JgxeeTPE.  #NFL.  #Eagles.,original,en
Truly incredible how many suffocation-based police murders there are. #BlackLivesMatter   https://t.co/yRk2HePbER,original,en
Health care workers at Emanate Health Queen of the Valley Hospital remembers the life of George Floyd in California. #protest #HealthcareHeroes #doctors #nurses #coronavirus #COVID19 #pandemic #GeorgeFloyd #losangeles‰Û_ https://t.co/QRzLx36XU9,original,en
#BruinHearts Cardiology Grand Rounds with Dr @NMHheartdoc giving an immense overview of healthcare disparities and racism. COVID-19 and police justice movements as bellwether events to address social determinants of health. #BlackLivesMatter https://t.co/vd85NRmvBp,original,en
the link brings you to ways you can help the blm movement :) text FLOYD to 55156 text JUSTICE to 668366 https://t.co/Uod0HODTkT,original,en
"Ludacris Opens Up About George Floyd's Funeral &amp; What He's Doing to Fight Racial Inequality E! Online | June 11, 2020 https://t.co/cwiyzSGI7Z #news",original,en
Health care workers at Emanate Health Queen of the Valley Hospital remembers the life of George Floyd in California. #protest #HealthcareHeroes #doctors #nurses #coronavirus #COVID19 #pandemic #GeorgeFloyd‰Û_ https://t.co/FB5vJ6nRzC,original,en
"Enough is Enough. ‰Ï__ÙÈ‰Ï__Ù_‰Ï__Ù_‰Ï__Ù_‰Ï__ÙÀ Continue fighting the good fight ‰ÏÎ_Ù_ There is no limit to what we can accomplish.  We are all in for the change to stand against racism, discrimination and police brutality.  #enoughisenough #blacklivesmatter @Hucka_BAE https://t.co/q7wM4ZFpGr",original,en
"excuse me why the fuck was thomas lane, one of the officers charged in george floyd‰Ûªs death, able to raise enough money for his $1 million bond through DONATIONS?? https://t.co/C0IqhxanbN",original,en
You know how racist you gotta be to deface a George Floyd mural smh,original,en
Ludacris Opens Up About George Floyd's Funeral &amp; What He's Doing to Fight Racial Inequality https://t.co/QjmM5ZBGlz,original,en
He Is Going to Change the World': Funeral Held for George Floyd https://t.co/15QzKDTLRo via @Cheddar,original,en
"Police beating a man during the Harlem riots, July 1964.  #BlackLivesMatter #OneLove #StopTheKillings #VoteTrumpOut #VoteJoeBidenToSaveAmerica #BlueWave https://t.co/Nb3IiVSROH",original,en
"Is anyone surprised that tr*mp supporters are also the ones saying ""all lives matter"" and are ALSO the ones ""reenacting"" (aka mocking) George Floyd's death",original,en
"Defund &gt; Reform  The way to reduce  police violence is to reduce the  scope, size, and role of police  in our communities.   Why would we continue to throw  money away at something  we already know is not working?  https://t.co/EiBze3XsoB #BlackLivesMatter #DefundPolice",original,en
Share the videos and pictures. Do not let police brutality be swept under the rug as has been the case for far too long. ‰Ï__Ù__ÙÐÐ_Ù__ÙÕª https://t.co/TfGdWUR3vD,original,en
‰ÛÏHe Didn‰Ûªt Deserve to Die Over $20‰Û: George Floyd‰Ûªs Brother Urges Congress to Stop Police Killings https://t.co/poKbzyJ6Uv via @democracynow,original,en
#SayHerName We opened our latest episode with a sincere dedication to all of the Black Women we have unjustly lost to police violence.  #blacklivesmatter #podcast #nyc https://t.co/0eofzWdyYN,original,en
Europeans of colour are finding their voice ‰ÛÒ it's time ‰Û÷Brussels so white' listened | Shada Islam https://t.co/tnfQY0lMHa,original,en
If you donated any money to get any of the cops that killed George Floyd out of jail then please see yourself out of my life. No excuses,original,en
Drastic legislative action is needed to address police brutality against Black people&gt;&gt; https://t.co/uuNKGVIpHg #BlackLivesMatter,original,en
Mother Jones: He went to a Black Lives Matter protest in Phoenix‰ÛÓand ended up in ICE custody.. https://t.co/1YdY5ANVYr  via @GoogleNews,original,en
"The same people who say George Floyd had past Criminal records and that meant he deserved to die. Are same people asking you to celebrate slave owners, men who committed genocide, rapes, hanging, systemic racism ect._Ù_Ó",original,en
"""There're are lot of George Floyds and my son was one of them"" says Derrick Scott's mother  #icantbreathe #icantbreatheagain #GeorgeFlyod #DerrickScott #BLM  'I can't breathe,' Oklahoma man tells police before dying. 'I don't care,' officer responds. https://t.co/GL9QEpaehx",original,en
"Saw something which said George Floyd wanted to be a Supreme Court judge in 2nd grade and i can‰Ûªt stop thinking about it, how he wanted to contribute to a system designed to oppress him, and how much you believe in that justice as a kid jfc I hate everything",original,en
‰ÛÏWe must face our racial history and our racial present. We cannot solve a problem we do not understand.‰Û https://t.co/q0soUFbA1n,original,en
NEW ZEALAND POLICE PLEDGE TO SAY UNARMED Maori Activists Credit U.S. Protests. NZ is about as far as you can get from Minneapolis but protests have erupted there over the killing of George Floyd. The Indigenous people are pushing back against police there. https://t.co/sNkCQMjO2h,original,en
"U.S. surgeon general Jerome Adams on George Floyd killing: ""That could have been me"" https://t.co/BjN3F9be2a",original,en
Texas Southern University offers George Floyd's 6-year-old daughter full scholarship https://t.co/Yw1diLbJS1 https://t.co/diRRnsSP2A,original,en
"If you aren‰Ûªt watching or listening into Part 2 of @seattleulaw‰Ûªs George Floyd Teach-In, you should. Hop onto the law school‰Ûªs YouTube for live video. Today‰Ûªs topic is police reform and policing.   Let‰Ûªs learn about the current system to learn how to fix it.",original,en
@realDonaldTrump look you dumb cunt https://t.co/kNM5wXPGvB,original,en
D-Jax Honors George Floyd: DeSean Jackson gets custom cleats to remember Floyd and support social justice _ÙÒü ‰_•ü_Ù_É  https://t.co/8mztEaMpCA,original,en
Americans attend vigil at George Floyd's makeshift memorial in Minneapolis https://t.co/T4wHV2K23Q via @YouTube,original,en
If You Feel How I Feel You Can Relate To This &amp; Play This In The Time We In . Police Been Killing Black 400+ Years It‰Ûªs Time To Make A Change #BLACKLIVESMATTER OUT NOW LINK IN MY BIO _ÙÐ_‰Ï__Ù_ https://t.co/EyLkSWxG5a,original,en
"Breonna Taylor was murdered 90 days ago today while sleeping and still no arrests,, one of the officers who murdered George Floyd has just been set free,,  You may be seeing #BlackLivesMatter less on the tl but the movement isn‰Ûªt over,, keeping educating yourself and take actions https://t.co/0z5HUU6rVQ",original,en
"Anyone who has a Netflix account needs to watch the recent episode of Patriot Act about George Flyod.   The episode is titled; We cannot stay silent about George Floyd.   I think it is extremely important that anyone who can, watches it.",original,en
"@jaredpolis, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/ZORNsSTnoQ)  #BlackLivesMatter",original,en
"Across all 50 states, at least 1,382 places have held demonstrations following George Floyd's death, including several cities in Utah. https://t.co/Wj6YoRBYNL",original,en
Watch ‰ÛÏThis Is Our America | Official 2020 Police Brutality Compilation #BLM‰Û on #Vimeo https://t.co/3aih8kyNic,original,en
"This makes my fucking blood boil.  Arrest Miles Cosgrove, John Mattingly, and Brett Hankison of the @LMPD.  #BreonnaTayor #BlackLivesMatter https://t.co/iCLwdiGINf",original,en
Hey @realDonaldTrump @GOP Stop lying.   https://t.co/fetli1dSqj,original,en
USA TODAY: Police chokeholds now banned in these cities  https://t.co/0Em6tbvWRT,original,en
Health care workers at Emanate Health Queen of the Valley Hospital remembers the life of George Floyd in California. #protest #HealthcareHeroes #doctors #nurses #coronavirus #COVID19 #pandemic #GeorgeFloyd #losangeles #westcovina #California https://t.co/bc05NxC1Bt,original,en
If you have money for this assholes bail you are what's wrong with the country.   https://t.co/ZByi0d0ZMO,original,en
Love seeing some of my favorites being highlighted here! Below are lists of black-owned businesses in #ATX &amp; #ABQ - showing support &amp; sending love to ‰Û÷em all. _ÙÕÏ   AUSTIN: https://t.co/AKkN7F7Wby  ALBUQUERQUE: https://t.co/4vTOyAVNqE,original,en
"Stand in global solidarity with #BlackLivesMatter! #Enoughisenough, join the fight to end police brutality and liberate Black people. No one is free until we are all free. #Icantbreathe #silenceisviolence https://t.co/AtBT0LTR7E",original,en
"""#Nebraska may be mostly white, but it has one of the fastest-growing foreign born populations, said Sergio Wals, who teaches at the University of Nebraska-Lincoln‰Ûªs political science department and its Institute for Ethnic Studies."" #UNL @UNLEthnicStu  https://t.co/wwq1Dgkug6",original,en
"@NewYorkStateAG, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/zVsh2aXWXI)  #BlackLivesMatter",original,en
"@SenDuckworth, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/bhJqbzCzr0)  #BlackLivesMatter",original,en
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/6w6iL97Bwv via @UKChange i'm signing it again just in case lol,original,en
"@LtGovOliver, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/dHLa7gwvtl)  #BlackLivesMatter",original,en
Wisconsin gym under fire for 'I Can't Breathe' workout https://t.co/FDjlEF6kDi https://t.co/B6qhhKez1Z,original,en
Racism in America Stops When Americans defeat the Systematic Oppression that's ruling them Police Officers are killing our black Brothers Without leaving any worry That's because they know the law the law won't execute them Iranian people stand with You_Ùà¨_Ùàá #BlackLivesMatter Pink F https://t.co/DKPB3cYx0h,original,en
George Floyd: Amazon bans police use of facial recognition tech https://t.co/cKfEsUbyrv,original,en
Black Lives Matter goes mainstream after George Floyd's death https://t.co/IFUI2Ao0iq https://t.co/sM3oEM6RUb,original,en
@bpolitics @CNN interesting to see @realDonaldTrump in #dallas to talk about police and guess who the didn't invite... The Chief of police. #blacklivesmatter but obviously the #blackopinions don't?,original,en
"My LS posted this on her Linked In page. I feel jolted to the core reading it &amp; the well intended advice to get him a card, bracelet, or necklace. We need police reform so that we can trust that his humanity will be respected enough to read a card. #BlackLivesMatter #amotherscry https://t.co/1JgqUDYUUh",original,en
"@CoryBooker, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/dHLa7gwvtl)  #BlackLivesMatter",original,en
"@BillLeeTN, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/1JPb0lhPBJ)  #BlackLivesMatter",original,en
So I‰Ûªve just found out that the officer who murdered George Floyd has managed to post his $1M bail?!?? WTF!  If this is true... HOW THE FUCK DOES A COP HAVE $1M!! My mother‰Ûªs ex husband was a detective for Scotland Yard!  We weren‰Ûªt never had å£1M _Ù÷Á_Ù÷Á #GeorgeFloydMurder,original,en
Mayor Jacob Frey: Justice for George Floyd - Sign the Petition! https://t.co/DbxhV0uSZH via @Change,original,en
Bitch my white aunt from Michigan said the #blm was Insulting bc #mmiw is such a prevalence and police should be see as aid. JAMIE YOURE 0.2% CHEROKEE. https://t.co/vlpDOPfoQg,original,en
"@DrPhilRoe, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/1JPb0lhPBJ)  #BlackLivesMatter",original,en
"@SenatorDurbin, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/bhJqbzCzr0)  #BlackLivesMatter",original,en
"Earlier today policemen harrassed 2 teenage boys, handcuffed them&amp;threw them in the car like ANIMALS just BECAUSE they were jaywalking!? What a CRIME?!_Ù÷±-sarcasm  #JusticeforBlackPeople #change #ThursdayThoughts #justice #ChokeHoldMitch  #blacklivesmatter https://t.co/KXh7DsPbAS",original,en
Tucker Carlson's Fox News show loses Disney and other advertisers over George Floyd killing and Black Lives Matter POV https://t.co/GXoXr4tuK3,original,en
"The people digging up George Floyd's past in a bid to dehumanize him to make his murder somehow excusable, and those who dismiss all of #Trump's moral downfalls because ""that's the past"", are the same people.   #weird #trump #maga #stop #ironic #awkward #lookinthemirror",original,en
"@marshablackburn, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/1JPb0lhPBJ)  #BlackLivesMatter",original,en
When your daughter out here writing books for the youth to understand how to change the narrative of racism/police brutality _Ùª_Ù_‰Ï__Ù_ #blackgirlmagic #blm https://t.co/LXrcCWsBEh,original,en
Lebron James and other stars form voting rights group for African Americans https://t.co/ngXokBfScB,original,en
"My boss‰Ûªs 8 year old daughter just showed me that she put up a blm sign in roblox, and I asked her what that means and she said ‰ÛÏbc George Floyd died, black lives matter‰Û and I- _Ù÷__Ù÷__Ù÷__ÙÕÒ teach your kids!!!! https://t.co/rW66M2kQBq",original,en
"Blacks make up 19% of the population in #Minneapolis, but account for 60% of 'use of force' victims by the local PD.   Very insightful piece from @shereecurry -- George Floyd's Minneapolis: Multicultural facade hid decades of simmering racial inequality  https://t.co/Mfx6NpINfk https://t.co/lE8paChTsw",original,en
"@senalexander, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/1JPb0lhPBJ)  #BlackLivesMatter",original,en
Health care workers at Emanate Health Queen of the Valley Hospital remembers the life of George Floyd in California. #protest #HealthcareHeroes #doctors #nurses #coronavirus #COVID19 #pandemic #GeorgeFloyd #losangeles #westcovina #California https://t.co/ZAIbavi236,original,en
"@SenatorMenendez, We want to see real action, not a PR statement. What are you doing to protect your Black constituents from police brutality? (via https://t.co/dHLa7gwvtl)  #BlackLivesMatter",original,en
https://t.co/NzaOVgv6e4  It's a fair cop pigs.  We all did it. (And we'd do it again too.)  Defund Avon and Somerset police. #ACAB #BlueLivesMurder #BlackLivesMatter,original,en
"Yeah. Sounds like #NYPD is definitely in need of an administrative, policy and personnel colonic.  https://t.co/pFHNN5w3WQ",original,en
More great news. The #police #unions MUST GO. This is a great start. Every city (@mayorofla) should do this. NOW. #policebrutality #blm #policelivesmatter #maga #justice‰Û_ https://t.co/nf0sHhKd7v,original,en
"Join the March on June 21, 2020 from 2pm to 4pm to honor George Floyd and the Black Lives Matter Movement! Register for planning meeting at True Health TV https://t.co/9qb7NMzNxy",original,en
"Demand justice for James Scurlock, killed by Omaha racist during George Floyd protest - Sign the Petition! https://t.co/H8PcOLzYHi via @Change",original,en
"A journalist sued the city of Minneapolis, saying she was blinded after being shot in the face by police during a George Floyd protest https://t.co/aN0FG0LZ2X #CriminalCops",original,en
George Floyd's family arrives at North Carolina memorial service | AFP https://t.co/aSPC7SaX40 via @YouTube,original,en
The Economist | The power of protest https://t.co/dVQJZTcHiy via @TheEconomist,original,en
The culture of protecting bad cops as a defense of police has to end. It's OK to recognize protesters frustration which in turn doesn't convict police. This guy reveals why it is a larger issue-NYPD cop apologizes to officers for kneeling with protestersåÊ https://t.co/m0zlHiHUx5,original,en
"Required reading by @WesleyLowery on what seems to be, or rather is, an unending cycle of inaction and injustice against black lives. https://t.co/cMnnJh1obT",original,en
The @PGATOUR picked a poignant way to honor George Floyd. The 8:46am time at Colonial is vacated daily; players on course will pause for a minute of silence. It represents the 8:46 that former Minneapolis police officer Derek Chauvin knelt on Floyd‰Ûªs neck. https://t.co/5QoD1LgAW9,original,en
"FLAG SUNK Navy to order Confederate flag BANNED as unrest continues in wake of George Floyd death Mollie Mansfield Jun 11 2020, 10:49 ETUpdated: Jun 11 2020, 11:11 ET https://t.co/4mlcmxJjPD",original,en
Racism in America Stops When Americans defeat the Systematic Oppression that's ruling them Police Officers are killing our black Brothers Without leaving any worry That's because they know the law the law won't execute them Iranian people stand with You_Ùà¨_Ùàá #BlackLivesMatter Pink F https://t.co/NgHYWVRFNe,original,en
"Join the March on June 21, 2020 from 2pm to 4pm to honor George Floyd and the Black Lives Matter Movement! Register for planning meeting at True Health TV https://t.co/HZ2cgQDQGj",original,en
Minneapolis police slashed tires of cars parked near George Floyd protests https://t.co/ZaO4CzGTEc via @nypost,original,en
Health care workers at Emanate Health Queen of the Valley Hospital remembers the life of George Floyd in California. #protest #HealthcareHeroes #doctors #nurses #coronavirus #COVID19 #pandemic #GeorgeFloyd #losangeles #westcovina #California https://t.co/6QSzTYTUzn,original,en
‰ÛÏI cannot sell you this painting.‰Û Artist Titus Kaphar on his George Floyd @TIME cover https://t.co/Yg9BJ4RJbx,original,en
"Thanks to all who showed up for Mound City Council member Sherrie Pugh and my ‰ÛÏBreaking Down Barriers: Race and Rebuilding in the Aftermath of George Floyd‰Ûªs Killing‰Û town hall. Great turnout and engagement. Let‰Ûªs keep the conversation, the ideas and the activism going! https://t.co/Q3gP9Uiosy",original,en
Visited my gma today. She asked me what I thought about George Floyd. She wanted to know why the 3 other officers didn't do anything to stop it. She then asked me what #DefundThePolice means. She usually doesn't start the discussions. It gives me hope. ‰_ #BlackLivesMatter,original,en
This is outrageous. How Do Cops Like Derek Chauvin Get To Keep Working? Police Unions Protect Them. https://t.co/DvV6SI8aWg via @melissadsegura,original,en
Ludacris is doing what he can to fight racial inequality following George Floyd's death. https://t.co/CSI882iCIb,original,en
A reading list in the wake of the killing of George Floyd by Laurie Hahn Ganser https://t.co/VRYwVG5r6O,original,en
Gladys Mitchell-Walthour and Crystal Ellis: Addressing Milwaukee's structures of racism in the wake of George Floyd's death https://t.co/3NCTEENVq3 https://t.co/D66cCNXS4O,original,en
"you cant be lgbt if youre not for the blm movement. you are not allowed in our community if youre not for the eradication of police brutality &amp; systematic racism. &amp; i will say this 1000 times over, you are not lgbt if you are racist or FOR racism.  #blacklivesmatter #lgbt #pride",original,en
Austin police chief says department will ban chokeholds and suspend cops who turn off body cams https://t.co/65ec6ytwsb,original,en
"Demand justice for James Scurlock, killed by Omaha racist during George Floyd protest - Sign the Petition! https://t.co/qkNl6N3EQn via @Change #JusticeForJamesScurlock #NoMoreWhiteSupremacy #RacismIsStillAThing",original,en
My entrepreneur story _ÙÒÏ. It‰Ûªs momentous to share it because of the systemic racism in the US that has led to national and globe spanning riots for equality.  #BlackLivesMatter  #RIP to George Floyd.   Time for a change. Be kinder to others. It‰Ûªs a great day to move forward. ‰_•ü https://t.co/RCAkJE622T,original,en
"‰ÛÏWhen George Floyd called his mama, all of the mothers were summoned to push forward and make things happen. Our strength, our strength is to really push forward the change we need because we‰Ûªre not going to give up‰Û  https://t.co/HY7dgM1MsS",original,en
Police Use Tear Gas On U.S. Protesters That Is Banned From War #specmagnc #teargas #protests https://t.co/nVlyFRmSSY  #policebrutality #police #blacklivesmatter #fightforfreedom #repost #policestate #racism #justice #freedom #policethepolice #nojusticenopeace #excessiveforce,original,en
"POLICE BRUTALITY EXHIBIT 1: TRUMP DOES NOT CARE ABOUT POLICE BRUTALITY AND GEORGE FLOYD. HERE HE IS IN 2016 MOCKING ERIC GARNER, A BLACK MAN KILLED BY A WHITE COP. HE IS THE SOURCE OF MANY PROBLEMS IN THE POLICE. https://t.co/7D6OmsRTpT 08 #FixThePolice",original,en
The weirdest thing is racists &amp; confused ‰ÛÏblack people‰Û having the AUDACITY to tell me. A black woman.  That I am wrong.  And there‰Ûªs another side to racism &amp; police brutality. BE GONE DEVIL. Ain‰Ûªt no other side. TF???? #BlackLivesMatter #BLACK_LIVES_MATTER https://t.co/g4CkYkRjyj,original,en
Privileged White Moms Are Exposed In Facebook Group After ‰Û÷Racist‰Ûª George Floyd Comments https://t.co/vzPRe59obG,original,en
"@realDonaldTrump @TheJusticeDept Alright President DipShit, and You Too, Consiglieri Barr, there IS no #AntifaDomesticTerrorists instigating violence, riots and looting. Only your Stupid, Gullible followers believe that!  https://t.co/vfHFRbHGT7",original,en
"The old guard - from county legislators &amp; mayors to police unions - continually attempts to discredit, thwart &amp; distract reformers. That's why we must not only vote but also expose attacks against the progressive prosecutors we elect. My piece in @nytimes: https://t.co/XEqCHPilpx",original,en
"Thomas Lane, the Police Officer who killed George Floyd is out of jail because people paid more than 1 Million Dollar on bond. War begins ins 3... 2... 1.... ‰_•ü you #LAFamily",original,en
NOT ONE OF MY IRLS WHO HAVE SAID NOTHING ABT BLM OR POLICE BRUTALITY POSTING KILLING IN THE NAME BY RATM WITH A SELFIE ON THEIR IG STORY_Ù÷__Ù÷__Ù÷__Ù÷__Ù÷_THE ROOM? READ IT. HAVE U EVEN LISTENED TO THE SO G OMG,original,en
"This should embarrass all Americans:   ""Out of 189 ambassadors serving overseas today, only three are African American career diplomats, and just four are Hispanic...."" https://t.co/MTi322Ej5O",original,en
Microsoft joins IBM and Amazon in halting sales of facial recognition tech to US police departments https://t.co/9sRj8YOQGu,original,en
